checkpoint,seed,num_layers,condition,pair_count,source_exact_rate,donor_exact_rate,source_o0_rate,source_o1_rate,donor_o0_rate,donor_o1_rate,elapsed_seconds,pairs_per_second
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,clean,5812,0.9955264969029594,0.0,0.9996558843771507,0.9955264969029594,0.7911218169304887,0.028045423262216103,24.86936033299935,233.70122601376326
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,l1_only,5812,0.13575361321403992,0.8112525808671713,0.8644184445973847,0.155712319339298,0.9196490020646937,0.830006882312457,23.657981291002216,245.66762178523086
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,l0_plus_l2plus,5812,0.8112525808671713,0.13575361321403992,0.9196490020646937,0.830006882312457,0.8644184445973847,0.155712319339298,26.711303707998013,217.58578553617156
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,clean,6624,1.0,0.0,1.0,1.0,0.8819444444444444,0.012983091787439614,25.756064208999305,257.18215121103555
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,l1_only,6624,0.16591183574879226,0.7903079710144928,0.9245169082125604,0.17647946859903382,0.9519927536231884,0.8001207729468599,23.49858949999907,281.88925977877363
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,l0_plus_l2plus,6624,0.7903079710144928,0.16591183574879226,0.9519927536231884,0.8001207729468599,0.9245169082125604,0.17647946859903382,32.80369191700083,201.92849075524475
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,clean,4892,1.0,0.0,1.0,1.0,0.7023712183156173,0.0339329517579722,18.77298504099963,260.58722090898283
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,l1_only,4892,0.4517579721995094,0.4272281275551921,0.8601798855273917,0.47812755519215044,0.8137775960752248,0.4599345870809485,18.91310829199938,258.65658486550376
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s1337_best.pt,1337,10,l0_plus_l2plus,4892,0.4272281275551921,0.4517579721995094,0.8137775960752248,0.4599345870809485,0.8601798855273917,0.47812755519215044,22.945544041001995,213.2004362702561
